schemaName,databaseType,tableID,tableName,fieldID,fieldName,ruleID,ruleName,ruleDescription,typeID,objectType,supportDataType,threshold,totalRecord,badRecord,score,isCheckPass
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000834,BYTES_DL,19,CHECK_IF_DOWNSTR_COUNTS_GREATER_THAN_OR_EQUAL_TO_ZERO,Downstream values should be greater than or equal to zero -[-1],Range,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000081,REPORT_TIME,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Datetime,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000082,LOAD_TIME,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Datetime,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000083,EVENT_START,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Datetime,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000083,EVENT_START,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[event_stop],Consistency,field,Datetime,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000084,EVENT_STOP,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Datetime,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000084,EVENT_STOP,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[event_start],Consistency,field,Datetime,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000085,TECHNOLOGY_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,145485,93,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000086,EQUIP_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000086,EQUIP_ID,12,CHECK_FOR_EQUIP_ID_PATTERN,Equip_id should have defined pattern '^1[1-4|6|7][0-9]{7}$' -[^1[1-4|6|7][0-9]{7}$],Conformity,field,String,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,2000086,EQUIP_ID,8,CHECK_IF_ATTRIBUTE_VALUE_EXIST_IN_REFERENCE_COLUMNS,"Attribute value computed based on the completeness of the specified columns separated by comma. -[region,city,area,access_node_id,exchange_id,exchange_name,exchange_latitude,exchange_longitude,equip_model,equip_vendor,equip_latitude,equip_longitude,device_capability,subscriber_id,subs_type,customer_segmentation,customer_subcategory,parent_group_name,technology_denorm,stage_type,sub_technology]",Integrity,field,String,10,2013555,586902,94,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000810,CONTENT_TYPE,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000811,APPLICATION_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000812,APPLICATION_NAME,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000813,CONTENT_PROVIDER,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2013555,1849187,8,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000815,CDN,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2013555,522261,74,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000820,DELTA_STALL_COUNT,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,1899076,6,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000820,DELTA_STALL_COUNT,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[packets_dl,packets_ul,video_codec_bitrate,audio_codec_bitrate]",Consistency,field,Number,10,114479,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000821,DELTA_STALL_TIME,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,1849146,8,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000821,DELTA_STALL_TIME,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[packets_dl,packets_ul,video_codec_bitrate,audio_codec_bitrate]",Consistency,field,Number,10,164409,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000824,VISITS,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000824,VISITS,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[application_id],Consistency,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000825,TIME_TO_START,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,1849146,8,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000825,TIME_TO_START,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[packets_dl,packets_ul]",Consistency,field,Number,10,164409,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000826,DATA_TRANSFER_TIME_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000826,DATA_TRANSFER_TIME_DL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[bytes_dl],Consistency,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000827,DATA_TRANSFER_TIME_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000827,DATA_TRANSFER_TIME_UL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[bytes_ul],Consistency,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000828,TIME_DURATION,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,1894487,6,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000828,TIME_DURATION,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[packets_dl,packets_ul]",Consistency,field,Number,10,119068,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000829,PACKETS_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,504790,75,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000829,PACKETS_DL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[bytes_dl],Consistency,field,Number,10,1508765,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000830,PACKETS_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,504790,75,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000830,PACKETS_UL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[bytes_ul],Consistency,field,Number,10,1508765,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000831,LOST_PACKETS,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000832,RETRANSMITTED_PACKETS_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,504821,75,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000832,RETRANSMITTED_PACKETS_DL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[packets_dl],Consistency,field,Number,10,1508734,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000833,RETRANSMITTED_PACKETS_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,504821,75,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000833,RETRANSMITTED_PACKETS_UL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[packets_ul],Consistency,field,Number,10,1508734,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000834,BYTES_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000835,BYTES_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000835,BYTES_UL,18,CHECK_IF_UPSTR_COUNTS_GREATER_THAN_OR_EQUAL_TO_ZERO,Upstream values should be greater than or equal to zero -[-1],Range,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000836,PACKET_JITTER_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000837,PACKET_JITTER_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000842,EQUIP_ID_SEQ,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000848,CITY_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,89779,96,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000850,AREA_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2013555,89779,96,Y
